COUNTYFIPS,NAMELSAD,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities,Physical Inactivity Percentage,Obesity Percentage,Limited Access To Healthy Foods
20037,Crawford County,Kansas,9.8,72.42551234,25.9,31,12.76311371
48087,Collingsworth County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48095,Concho County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48105,Crockett County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35015,Eddy County,New Mexico,11.4,69.7003474,24,37.7,10.17161116
19059,Dickinson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17023,Clark County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47149,Rutherford County,Tennessee,10.5,62.55464502,22.5,33.4,6.379890468
37069,Franklin County,North Carolina,9.7,51.82038635,20.1,30.9,2.168579278
26045,Eaton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111,Lyon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5127,Scott County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8045,Garfield County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13157,Jackson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40037,Creek County,Oklahoma,9.6,53.59955408,22.6,30.5,5.326915379
29229,Wright County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12061,Indian River County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18121,Parke County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1067,Henry County,Alabama,9.8,23.78337764,20.3,24.3,8.04810337
9015,Windham County,Connecticut,9.6,66.13723106,23.6,30.3,2.567837933
8051,Gunnison County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8053,Hinsdale County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48273,Kleberg County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5139,Union County,Arkansas,10.4,47.04243618,33.6,30.3,12.2015618
20091,Johnson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53015,Cowlitz County,Washington,10.7,62.8171077,19.1,38.3,8.871629376
5093,Mississippi County,Arkansas,14.9,56.02409639,31.3,35.1,8.994427888
12013,Calhoun County,Florida,13,15.48717949,38.3,34.4,20.48007087
12063,Jackson County,Florida,13.9,29.36919551,34.1,36.6,5.433338936
12103,Pinellas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41009,Columbia County,Oregon,9.4,52.29883893,19.8,31.3,1.420059489
12127,Volusia County,Florida,10.4,82.77553463,24.4,32.7,10.84035594
13201,Miller County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13235,Pulaski County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40119,Payne County,Oklahoma,9.3,70.5261797,18,30.5,10.72185485
28001,Adams County,Mississippi,11.7,68.00941264,27.1,34.8,15.40340695
28021,Claiborne County,Mississippi,9.3,39.61890879,20.4,22,9.14879043
28061,Jasper County,Mississippi,11.5,27.11288243,23.8,29.6,5.237798127
49051,Wasatch County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51127,New Kent County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53031,Jefferson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53045,Mason County,Washington,8.9,50.48023855,17.6,32.7,6.04061295
53051,Pend Oreille County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53057,Skagit County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53065,Stevens County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53067,Thurston County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56041,Uinta County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53017,Douglas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28067,Jones County,Mississippi,13.3,52.65123006,36.3,37.8,9.053471706
42007,Beaver County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46109,Roberts County,South Dakota,8.8,2.640654252,22.9,26.4,10.27627599
39049,Franklin County,Ohio,10.4,91.39841879,22.2,29.6,6.543619071
48141,El Paso County,Texas,11.2,80.49464995,22.6,34.8,9.127794116
48029,Bexar County,Texas,10.6,86.81994643,22.4,32.8,9.687818459
49023,Juab County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19121,Madison County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22055,Lafayette Parish,Louisiana,11.3,87.2333896,23.5,27.2,9.274452049
37005,Alleghany County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35029,Luna County,New Mexico,9.6,64.37935844,24.2,34.5,23.86466563
37021,Buncombe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41039,Lane County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13227,Pickens County,Georgia,9.7,49.88957222,17.4,25.9,5.71792335
48455,Trinity County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20167,Russell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5031,Craighead County,Arkansas,11,55.78113497,29.6,36.8,9.122175857
21047,Christian County,Kentucky,13.7,46.65945507,30.8,36.2,14.52877032
48261,Kenedy County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30079,Prairie County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45039,Fairfield County,South Carolina,12.3,11.46268158,31.1,28.9,10.4856415
56043,Washakie County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38049,McHenry County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49039,Sanpete County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49017,Garfield County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45057,Lancaster County,South Carolina,11.7,53.08276366,23.4,32.4,6.981840628
54059,Mingo County,West Virginia,14.2,31.5846343,39.6,35.6,4.600347879
30111,Yellowstone County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17013,Calhoun County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35041,Roosevelt County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48321,Matagorda County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42009,Bedford County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30073,Pondera County,Montana,9.7,45.99382415,20,26.3,12.92075667
28123,Scott County,Mississippi,14.4,68.29535805,27.5,40.7,16.20881837
1113,Russell County,Alabama,10,58.58311141,24.1,23.7,6.665277646
13207,Monroe County,Georgia,8.9,54.97653648,17.7,23.8,1.429416256
26163,Wayne County,Michigan,11,91.42258748,26,34.1,4.534219848
22037,East Feliciana Parish,Louisiana,9.1,29.44194997,21.8,22.4,0.437135889
31129,Nuckolls County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34023,Middlesex County,New Jersey,10.3,91.10424297,24,25.1,3.902510885
37155,Robeson County,North Carolina,13.1,35.06648381,35.9,35,5.414218545
39099,Mahoning County,Ohio,11.9,69.21862635,29.6,33.2,15.37773698
45073,Oconee County,South Carolina,10.2,54.28621437,20.3,32.6,10.40524222
48351,Newton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2105,Hoonah-Angoon Census Area,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13225,Peach County,Georgia,8.9,68.43112475,22.5,28.3,10.54314237
13007,Baker County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2198,Prince of Wales-Hyder Census Area,Alaska,9.3,No Data,17.5,19.9,8.84107309
55061,Kewaunee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18113,Noble County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30003,Big Horn County,Montana,12.8,48.27050136,23.6,34.3,23.66741312
45071,Newberry County,South Carolina,12.2,50.53055348,28.7,33.9,15.41084784
53023,Garfield County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51105,Lee County,Virginia,9.5,34.79110486,25.2,27.3,0.00182939
30099,Teton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12001,Alachua County,Florida,10,87.30229324,22.2,28,7.211268402
21171,Monroe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22109,Terrebonne Parish,Louisiana,11.2,80.03754693,27.6,38.8,10.58013411
26111,Midland County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26019,Benzie County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22113,Vermilion Parish,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8049,Grand County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38081,Sargent County,North Dakota,8.8,58.68372943,26,30.5,1.568216932
13205,Mitchell County,Georgia,9,63.06919738,20.4,25.5,7.944093923
38079,Rolette County,North Dakota,14.2,42.7208151,28.4,41.6,4.988746354
36115,Washington County,New York,10.1,57.89515313,23.8,33.6,2.364860318
48489,Willacy County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20199,Wallace County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47151,Scott County,Tennessee,9.9,37.97012777,25.6,32.6,7.869574462
19159,Ringgold County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27135,Roseau County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8037,Eagle County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48359,Oldham County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47007,Bledsoe County,Tennessee,9,20.39453246,20.1,20.6,1.895747856
18157,Tippecanoe County,Indiana,9.6,72.9679361,23.8,28.7,17.43690711
21067,Fayette County,Kentucky,10.2,98.28297887,22.7,28,7.042288486
30069,Petroleum County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23009,Hancock County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27149,Stevens County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31017,Brown County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40019,Carter County,Oklahoma,11.3,43.13981117,32.4,33.8,7.637731319
45079,Richland County,South Carolina,10.7,76.4761875,21.7,34.8,17.00757601
48247,Jim Hogg County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51640,Galax city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49015,Emery County,Utah,9.5,38.57507289,16.8,29.8,11.50860967
54035,Jackson County,West Virginia,11.9,33.38126048,20.8,39,5.380979495
55029,Door County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29125,Maries County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51153,Prince William County,Virginia,8.8,91.75402112,18.8,32.3,3.815600141
51167,Russell County,Virginia,9.4,40.56476451,27.3,27.5,0.983532229
42107,Schuylkill County,Pennsylvania,9.5,65.08507037,19.3,32.8,2.4034374
33019,Sullivan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46091,Marshall County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17065,Hamilton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21019,Boyd County,Kentucky,11.7,62.26232288,30.9,38.9,12.60203807
47059,Greene County,Tennessee,12.6,35.83559733,26.3,33.4,11.1357515
47085,Humphreys County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17185,Wabash County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48101,Cottle County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37163,Sampson County,North Carolina,11.4,38.14223329,26.8,29.7,2.742182045
21149,McLean County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24019,Dorchester County,Maryland,13.3,60.03127108,30,39.8,4.98931251
2066,Copper River Census Area,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45085,Sumter County,South Carolina,11.5,69.07757594,29,38,7.039202422
30017,Custer County,Montana,9.5,63.91999316,20.4,25,4.541803514
25027,Worcester County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72057,Guayama Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55049,Iowa County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31157,Scotts Bluff County,Nebraska,10.8,68.39870165,23.7,34.9,1.970254103
38073,Ransom County,North Dakota,9.3,64.19277992,19.5,29.4,1.775885899
6093,Siskiyou County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21237,Wolfe County,Kentucky,9.9,31.27124405,29.3,26.6,2.69308142
1077,Lauderdale County,Alabama,9.8,51.96474992,23.8,30.4,6.470681922
17125,Mason County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36069,Ontario County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19061,Dubuque County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151,Pratt County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21221,Trigg County,Kentucky,9,52.4722784,25.3,29.7,1.599065779
48093,Comanche County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53007,Chelan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47031,Coffee County,Tennessee,9.9,60.51973634,26.5,27.2,5.298790208
1019,Cherokee County,Alabama,10.5,24.6527377,25.1,32.4,5.008652252
6059,Orange County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12123,Taylor County,Florida,11.1,62.32609659,30.9,34.4,14.74762659
18029,Dearborn County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37193,Wilkes County,North Carolina,8.9,64.67551197,24.3,28.5,3.518247051
19065,Fayette County,Iowa,9,63.07471264,20,33.9,1.718670333
12085,Martin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6035,Lassen County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40141,Tillman County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8109,Saguache County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40027,Cleveland County,Oklahoma,9.6,82.00387089,19.9,35.6,5.59868633
53027,Grays Harbor County,Washington,9.6,66.70329821,21.5,33.2,5.421983008
50019,Orleans County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32013,Humboldt County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47141,Putnam County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28027,Coahoma County,Mississippi,13.3,71.85576077,33.1,33.9,15.94949967
40131,Rogers County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25025,Suffolk County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48015,Austin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20107,Linn County,Kansas,9.1,40.91756421,24.2,32.2,4.848193058
19067,Floyd County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21133,Letcher County,Kentucky,15.4,66.14054407,29.6,34.8,No Data
49057,Weber County,Utah,8.8,84.40727222,18.3,30.9,5.603204672
12099,Palm Beach County,Florida,9,93.83138378,25.2,23.5,4.130144784
39135,Preble County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29147,Nodaway County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39057,Greene County,Ohio,10.2,76.48183793,20.2,27.8,6.217336216
48057,Calhoun County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6063,Plumas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48505,Zapata County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13317,Wilkes County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24005,Baltimore County,Maryland,9.9,92.39791362,22.7,31.5,4.424084173
29217,Vernon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34025,Monmouth County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36089,St. Lawrence County,New York,9.6,41.9736654,25.6,36.1,7.289181622
17203,Woodford County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39161,Van Wert County,Ohio,9.1,58.09560256,21.9,36.5,6.840034634
13179,Liberty County,Georgia,11.1,65.90547334,32.3,31.1,17.25992797
39011,Auglaize County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48479,Webb County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13215,Muscogee County,Georgia,12.9,75.87013192,24.1,36.4,10.38720582
13265,Taliaferro County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48349,Navarro County,Texas,11.3,53.2083377,19.1,29.8,8.102922198
40097,Mayes County,Oklahoma,11.2,43.88618241,25.7,31.5,5.486279864
2282,Yakutat City and Borough,Alaska,9,69.63746224,16.1,19.8,0.11190832
72047,Corozal Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1115,St. Clair County,Alabama,10.6,50.74707212,27.3,34.9,2.373813984
54063,Monroe County,West Virginia,9.6,26.99600059,23.8,28.4,18.7259103
72099,Moca Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1007,Bibb County,Alabama,10.2,10.60440759,22.9,23.1,0.445866213
23025,Somerset County,Maine,9.1,29.75224018,25.3,32.2,3.898914211
21039,Carlisle County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36101,Steuben County,New York,10.6,43.69633296,24,33.9,4.400601527
16015,Boise County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28163,Yazoo County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27075,Lake County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5081,Little River County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19025,Calhoun County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18151,Steuben County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1005,Barbour County,Alabama,13.5,49.8379284,23.2,29.3,10.43317167
26155,Shiawassee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6103,Tehama County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20131,Nemaha County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28063,Jefferson County,Mississippi,11.1,56.35516438,24.5,28.7,4.512065496
17091,Kankakee County,Illinois,9.5,75.53966981,21.3,32,6.068328537
17153,Pulaski County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27143,Sibley County,Minnesota,8.9,43.77380796,22.4,31.6,0.801939461
39005,Ashland County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37081,Guilford County,North Carolina,10.3,85.92318686,19.1,34,7.288156236
42003,Allegheny County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29205,Shelby County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48205,Hartley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51041,Chesterfield County,Virginia,9.9,69.2931861,20.7,32,8.191214406
13001,Appling County,Georgia,9,26.50800614,19.8,23.6,23.20490829
8029,Delta County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5131,Sebastian County,Arkansas,11,63.92193663,28.3,34.2,5.492114006
37169,Stokes County,North Carolina,10.4,49.25845446,21.7,28.4,4.256863385
37177,Tyrrell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51187,Warren County,Virginia,8.8,68.00266134,24.1,29.4,5.405418892
27009,Benton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26061,Houghton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54025,Greenbrier County,West Virginia,10.6,46.38669673,19.4,34.1,8.933857383
30037,Golden Valley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1043,Cullman County,Alabama,11,44.8312315,27.6,31.1,2.843744271
48507,Zavala County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12089,Nassau County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45033,Dillon County,South Carolina,13.2,24.90487181,30,36.3,1.905476673
6019,Fresno County,California,9.6,80.12015691,23.9,34.2,5.349311112
27023,Chippewa County,Minnesota,9.8,44.76328269,21.8,28.2,5.083388755
54001,Barbour County,West Virginia,11.1,12.67104708,26.1,33.9,5.271882422
37135,Orange County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2290,Yukon-Koyukuk Census Area,Alaska,9.9,23.94416607,25.5,27.9,43.27859686
54083,Randolph County,West Virginia,9.4,76.6604319,24.9,31.1,3.383579863
54107,Wood County,West Virginia,13.4,62.64662588,27.3,39.1,9.067135486
48265,Kerr County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8101,Pueblo County,Colorado,9.1,80.98866487,22.5,31.9,17.14780015
37113,Macon County,North Carolina,9.5,100,18.8,27.1,3.416112043
53009,Clallam County,Washington,9.5,63.30877822,15.7,27.1,12.60049018
28093,Marshall County,Mississippi,10.4,37.03962955,27.2,33.6,10.18654297
41049,Morrow County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28143,Tunica County,Mississippi,9.1,36.98274262,19.6,23.2,8.428977901
48275,Knox County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47037,Davidson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21113,Jessamine County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13273,Terrell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47121,Meigs County,Tennessee,9.4,12.32876712,21,21.6,0.694810924
72027,Camuy Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47047,Fayette County,Tennessee,10,42.12636347,19.9,28.4,4.852701962
17021,Christian County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18027,Daviess County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17071,Henderson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41047,Marion County,Oregon,10.3,81.46035169,19,34.8,4.895162286
48453,Travis County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17115,Macon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6115,Yuba County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8057,Jackson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55127,Walworth County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51067,Franklin County,Virginia,10,36.20078705,25.3,32,7.944708326
32021,Mineral County,Nevada,9.7,76.44593462,20.4,25.4,32.72360002
72145,Vega Baja Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12125,Union County,Florida,11.4,6.572256196,28.3,32.1,19.49677064
26027,Cass County,Michigan,9.2,44.68858165,19.8,26.5,3.230484367
27021,Cass County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30087,Rosebud County,Montana,9.5,50.00541536,23.6,31.2,10.70959929
55089,Ozaukee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30051,Liberty County,Montana,8.8,37.02436939,19.2,22.3,19.20860387
42127,Wayne County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28095,Monroe County,Mississippi,13.1,20.03298278,32.8,34.5,3.869467976
55091,Pepin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24037,St. Mary's County,Maryland,10.6,63.73310763,22.5,35.7,4.155985051
53003,Asotin County,Washington,9,86.74097026,17.2,30.3,4.613283455
16017,Bonner County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37179,Union County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47123,Monroe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26165,Wexford County,Michigan,9.9,58.15182526,22.4,26.4,8.401478413
48367,Parker County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48217,Hill County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54037,Jefferson County,West Virginia,9,36.56024524,18.8,30.1,5.502686148
72129,San Lorenzo Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22101,St. Mary Parish,Louisiana,11.7,83.42177493,28.3,34.6,10.39263666
21197,Powell County,Kentucky,8.8,69.68207405,15.9,21.9,0.00133116
27167,Wilkin County,Minnesota,8.8,45.98540146,21.8,25.9,5.679892876
21007,Ballard County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45081,Saluda County,South Carolina,11.4,44.06037736,29.5,35.5,0.921810042
24039,Somerset County,Maryland,12.8,7.771061579,29.7,35.7,5.474266904
46127,Union County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29023,Butler County,Missouri,9.2,65.31523111,29.5,33.6,8.620478393
30075,Powder River County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12031,Duval County,Florida,12.3,89.68010895,25.9,32,9.746009355
21027,Breckinridge County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26077,Kalamazoo County,Michigan,9.5,68.90996321,19.8,28,8.071719325
39093,Lorain County,Ohio,11.9,85.00411474,22.6,34,6.74953022
48483,Wheeler County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20045,Douglas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29185,St. Clair County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26159,Van Buren County,Michigan,9.4,51.73227727,24.1,31.4,1.706696117
12059,Holmes County,Florida,12.1,19.33055653,34.3,34.1,18.6505035
46031,Corson County,South Dakota,14.2,No Data,27.3,40.4,21.20974889
72149,Villalba Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29035,Carter County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48255,Karnes County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46035,Davison County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35045,San Juan County,New Mexico,11.5,40.91692043,20.9,33.3,19.21330987
48003,Andrews County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42085,Mercer County,Pennsylvania,9.3,74.58204016,20.7,33.2,7.864670329
2188,Northwest Arctic Borough,Alaska,11.6,0.744383889,22.3,32,29.21955378
20209,Wyandotte County,Kansas,13.2,87.46896924,32.4,38.9,13.57644627
41041,Lincoln County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26063,Huron County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47035,Cumberland County,Tennessee,8.9,48.91977236,25.6,30.3,10.92216765
51145,Powhatan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26079,Kalkaska County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1083,Limestone County,Alabama,11.3,54.97934334,23.5,25.4,6.426367367
12035,Flagler County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6033,Lake County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53035,Kitsap County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47001,Anderson County,Tennessee,9,63.65983841,22.6,28.3,2.640846788
28129,Smith County,Mississippi,10.2,44.29688921,22.2,30.6,5.432795584
55093,Pierce County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13295,Walker County,Georgia,12.2,51.34824597,25.5,28,13.72112251
12121,Suwannee County,Florida,10.9,46.91824505,33.4,36.8,5.375207494
17103,Lee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22051,Jefferson Parish,Louisiana,11.6,94.4009044,23.7,33,4.831209383
47129,Morgan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4001,Apache County,Arizona,12.3,15.81559887,23.4,33.1,35.34135905
29227,Worth County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47165,Sumner County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24035,Queen Anne's County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34041,Warren County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
