COUNTYFIPS,NAMELSAD,Latitude,Lng,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities,Physical Inactivity Percentage,Obesity Percentage,Limited Access To Healthy Foods
23019,Penobscot County,45.4006,-68.6495,Maine,9.8,53.49298026,22.3,32.9,5.755577954
47041,DeKalb County,35.9799,-85.8328,Tennessee,8.9,31.26101586,19.6,22.4,7.174827637
36035,Fulton County,43.1138,-74.4222,New York,11.1,66.15223929,25.5,34.5,3.805250296
40095,Marshall County,34.0245,-96.7691,Oklahoma,9.6,41.38257576,19.3,32.5,14.43409685
48225,Houston County,31.3177,-95.4227,Texas,10.2,53.55216585,18.5,21.4,13.58554211
40123,Pontotoc County,34.728,-96.6844,Oklahoma,9.2,50.14136349,30.3,32.8,9.241096682
39013,Belmont County,40.0158,-80.9885,Ohio,11.4,39.421875,26.8,32.5,6.908688118
1125,Tuscaloosa County,33.2896,-87.5251,Alabama,11.8,74.1770097,26.4,35.3,6.732144395
1025,Clarke County,31.6767,-87.8308,Alabama,14.3,33.34107537,28.8,31,18.35034355
1105,Perry County,32.6385,-87.2944,Alabama,13.4,51.68539326,27.3,32.5,27.84707425
1131,Wilcox County,31.9893,-87.3082,Alabama,11.2,0.856898029,24.9,33.2,23.68298607
54045,Logan County,37.8315,-81.9353,West Virginia,14.1,15.09130991,33,37.5,3.259142399
33017,Strafford County,43.2969,-71.0289,New Hampshire,9.7,72.10966113,21.6,30.9,5.665136071
48167,Galveston County,29.3945,-94.9635,Texas,10.6,86.59087086,25.7,34.3,8.653044672
5045,Faulkner County,35.147,-92.332,Arkansas,10.3,44.09247861,24,32.6,11.91539857
36081,Queens County,40.7023,-73.8203,New York,10.6,95.71551274,27.3,24.8,0.074554648
34033,Salem County,39.5876,-75.3491,New Jersey,12.8,51.05246433,29.4,37.2,8.427133293
5059,Hot Spring County,34.3177,-92.9461,Arkansas,10.5,17.91756523,23.1,30,11.21310754
39147,Seneca County,41.1239,-83.1277,Ohio,11.1,68.50471407,23.7,35.7,8.388568018
13099,Early County,31.3228,-84.9036,Georgia,8.9,56.58611919,20,18.7,2.605729072
35061,Valencia County,34.7155,-106.809,New Mexico,9.6,37.27487626,22.4,34,26.9190215
12003,Baker County,30.3311,-82.2846,Florida,11.5,65.65369722,29.7,34.2,17.07492492
12105,Polk County,27.9489,-81.6976,Florida,10.8,74.17982212,27.5,34.8,13.44119266
20191,Sumner County,37.2373,-97.4765,Kansas,9.4,49.87568374,26.7,37.9,4.714901854
22011,Beauregard Parish,30.6486,-93.3432,Louisiana,9.8,12.82885511,25.5,30,20.59716093
36003,Allegany County,42.2574,-78.0276,New York,9.4,41.16373146,24.5,34.5,1.324866722
37051,Cumberland County,35.0487,-78.8277,North Carolina,11.4,70.68662716,24.7,29.7,13.56077866
56003,Big Horn County,44.5267,-107.9952,Wyoming,10.2,45.98902983,21.8,32.1,5.665929107
1099,Monroe County,31.5709,-87.3654,Alabama,11.6,41.32564592,29.2,32.1,11.32965077
24001,Allegany County,39.6214,-78.6976,Maryland,11,63.74205921,25.4,33.5,9.744459928
1119,Sumter County,32.5911,-88.1988,Alabama,11.7,29.27414081,25.1,32.4,10.74469575
54065,Morgan County,39.5604,-78.2578,West Virginia,9.7,32.32996979,19.9,31,4.465097791
51171,Shenandoah County,38.8583,-78.5708,Virginia,9.4,57.9239397,19,28.6,3.198841958
5043,Drew County,33.5894,-91.72,Arkansas,10.2,57.34507537,25.6,23.3,9.200605081
28119,Quitman County,34.2514,-90.2891,Mississippi,9.5,1.836312781,22.6,20.7,62.59991773
21177,Muhlenberg County,37.2158,-87.142,Kentucky,10.4,42.13149624,27.9,33.2,5.167409798
47045,Dyer County,36.0592,-89.4137,Tennessee,9.8,54.58458328,27.2,28.6,14.9112844
37093,Hoke County,35.0175,-79.2373,North Carolina,9.2,50.47069347,19.3,22.9,7.858262811
21183,Ohio County,37.4782,-86.8489,Kentucky,9.6,31.85554903,30.3,27.6,2.879397788
21195,Pike County,37.4691,-82.3958,Kentucky,13.4,31.68522392,33,38.5,0.058963974
21219,Todd County,36.8357,-87.1792,Kentucky,9.3,1.356340289,25.5,34,3.255736942
37165,Scotland County,34.8409,-79.4804,North Carolina,11.8,56.07489559,20.9,30.7,9.512931854
39151,Stark County,40.8139,-81.3656,Ohio,10.3,67.81163302,25.5,35.9,8.576044843
13181,Lincoln County,33.7936,-82.4512,Georgia,8.8,66.63331666,19.4,19.9,1.886000291
39033,Crawford County,40.8508,-82.9198,Ohio,9.2,63.97770875,26.2,30,13.62624501
12057,Hillsborough County,27.9291,-82.3091,Florida,9.8,92.24023898,23.1,27.9,8.219137326
39063,Hancock County,41.0019,-83.6665,Ohio,9,72.47064802,22.1,33.7,3.827832349
39017,Butler County,39.4386,-84.5756,Ohio,9.5,80.83666096,21.6,31.1,9.429896095
16005,Bannock County,42.6685,-112.2246,Idaho,9.8,61.11855527,20.5,30,11.60681861
39035,Cuyahoga County,41.4243,-81.6586,Ohio,9.9,93.65224565,23.9,32.1,3.313197093
1121,Talladega County,33.3801,-86.1659,Alabama,14.1,41.96449186,35,36.3,7.8416455
5149,Yell County,35.0025,-93.411,Arkansas,9.5,46.1482984,25.8,27.9,7.779113758
12093,Okeechobee County,27.3864,-80.8886,Florida,10.6,69.59945995,33,32.6,27.2912796
21069,Fleming County,38.3701,-83.6967,Kentucky,9.9,47.16336772,22.9,36.2,3.099763868
22001,Acadia Parish,30.2906,-92.412,Louisiana,10,46.66763797,27,36.3,3.185675982
28149,Warren County,32.3573,-90.852,Mississippi,10.8,56.29959199,27.2,29.5,8.555569439
37133,Onslow County,34.7321,-77.4321,North Carolina,10,45.60560718,19,27.8,14.51007291
54103,Wetzel County,39.6053,-80.6391,West Virginia,11.5,51.30555388,22,31,16.72866601
12079,Madison County,30.4441,-83.4701,Florida,12,46.25988348,30.6,34.1,11.58192338
22029,Concordia Parish,31.4459,-91.6401,Louisiana,10.4,25.73720104,25.2,26,20.78162948
48215,Hidalgo County,26.3969,-98.1812,Texas,11.9,61.73143221,28.7,41.4,20.28751914
5129,Searcy County,35.9109,-92.6995,Arkansas,9.5,20.56131788,21.1,20.9,14.6403971
21031,Butler County,37.2073,-86.6816,Kentucky,8.8,11.08747045,22.3,25,4.82861275
46013,Brown County,45.5898,-98.3516,South Dakota,9.4,70.42785579,21.4,35.2,8.361088549
47131,Obion County,36.3582,-89.1488,Tennessee,12.1,57.42132235,28.1,33.3,2.935925059
47079,Henry County,36.3318,-88.3013,Tennessee,8.9,50.67738942,26.1,27.3,10.39884428
45007,Anderson County,34.5193,-82.6378,South Carolina,12.4,52.19638105,27.3,34.1,12.31803034
13255,Spalding County,33.2609,-84.2841,Georgia,9.5,62.17283411,22.9,31.5,12.65407629
13267,Tattnall County,32.0458,-82.0581,Georgia,9.3,35.69749216,19.2,18.8,6.464888963
13279,Toombs County,32.1216,-82.3312,Georgia,10,66.28953459,25.9,24.1,5.27596193
23021,Piscataquis County,45.8373,-69.2846,Maine,9.9,35.32934132,24.2,35.5,1.681637137
5121,Randolph County,36.3415,-91.0276,Arkansas,11,27.60309422,27.8,28.9,9.379769487
51193,Westmoreland County,38.112,-76.8042,Virginia,9.3,38.80485849,18.4,25.4,No Data
4023,Santa Cruz County,31.526,-110.8465,Arizona,9.4,56.55208773,16.4,32.4,18.32411815
21111,Jefferson County,38.1872,-85.6591,Kentucky,11.3,86.76176906,25.3,31.7,6.480996704
41019,Douglas County,43.2797,-123.1665,Oregon,8.9,45.18840499,19.2,33.7,9.687367253
22047,Iberville Parish,30.2586,-91.3495,Louisiana,10.4,47.96777189,21.3,25.7,1.966220197
37041,Chowan County,36.1508,-76.6079,North Carolina,10.2,26.69505847,17.8,27,16.28189506
51700,Newport News city,37.1051,-76.5185,Virginia,13.3,98.44011974,24.3,35.8,7.143896209
51710,Norfolk city,36.8945,-76.259,Virginia,11.7,88.01003283,22.8,34.4,8.140944833
35025,Lea County,32.7921,-103.4125,New Mexico,11.1,77.19035333,28.1,36,7.158844618
40011,Blaine County,35.8752,-98.4334,Oklahoma,9,45.56644059,22.6,29.1,23.50807458
47019,Carter County,36.2928,-82.1275,Tennessee,11.8,83.4111173,25.8,32.7,23.05054294
45053,Jasper County,32.4374,-81.0317,South Carolina,12.3,38.33393873,21.9,34.4,5.096120084
45019,Charleston County,32.8346,-79.9531,South Carolina,10.2,82.98787296,19.4,29.2,5.988320284
47039,Decatur County,35.603,-88.1088,Tennessee,8.9,40.11227354,23.3,27.5,2.828493985
47063,Hamblen County,36.2171,-83.2667,Tennessee,11.4,48.23804042,27.4,31.9,14.53860661
45025,Chesterfield County,34.6398,-80.1587,South Carolina,14.3,53.36157829,30.1,35.2,4.429010599
38091,Steele County,47.4562,-97.7246,North Dakota,9.6,33.21518987,22.1,28,12.45407674
38097,Traill County,47.4542,-97.1616,North Dakota,9.6,53.73722448,15,32,2.146103628
5069,Jefferson County,34.2683,-91.9304,Arkansas,11.9,48.97656099,30.7,40,10.60639487
5079,Lincoln County,33.957,-91.7344,Arkansas,9.6,33.26022357,28,24.9,17.5038212
34001,Atlantic County,39.4777,-74.661,New Jersey,10.6,86.2884221,29.2,30.9,7.823757789
51163,Rockbridge County,37.8145,-79.4473,Virginia,9.5,49.07876451,22.2,26.8,7.295140726
32023,Nye County,38.0423,-116.4719,Nevada,10.2,16.21763073,22.5,30.4,34.21216063
41001,Baker County,44.7091,-117.6753,Oregon,9.2,71.662328,22.5,26.5,14.50617295
54011,Cabell County,38.4203,-82.2417,West Virginia,11,76.28712923,24.9,35.8,2.996209582
22087,St. Bernard Parish,29.8692,-89.5552,Louisiana,9.7,65.16979135,27,33.5,16.18156567
22075,Plaquemines Parish,29.4406,-89.61,Louisiana,11.1,41.85834563,22.5,27,20.32692801
47089,Jefferson County,36.051,-83.4463,Tennessee,9.9,30.01731282,24.2,31.9,5.239173986
47093,Knox County,35.9932,-83.9371,Tennessee,9.9,77.43749798,21.9,28.3,11.96912906
21089,Greenup County,38.5457,-82.9223,Kentucky,10.1,68.4394473,29.9,37.6,6.973086061
47111,Macon County,36.532,-86.0073,Tennessee,10.1,41.11380798,25,27.4,7.140076791
47119,Maury County,35.6169,-87.077,Tennessee,10.6,49.89994565,26.1,28.3,7.838468386
22019,Calcasieu Parish,30.2293,-93.3581,Louisiana,11.1,67.95111222,27.4,35.8,13.03103097
51670,Hopewell city,37.2915,-77.2985,Virginia,10.7,86.29985392,27.5,32.5,14.44190685
48201,Harris County,29.8577,-95.3936,Texas,10.4,90.15726242,21.6,30.8,5.775280143
5109,Pike County,34.1637,-93.6565,Arkansas,10,31.26383846,23,23.6,9.372834957
37141,Pender County,34.5248,-77.9051,North Carolina,8.8,57.1269893,23,22,5.703541963
1051,Elmore County,32.5966,-86.1492,Alabama,12.1,44.70574884,23.6,32.5,4.984245595
13077,Coweta County,33.3534,-84.7634,Georgia,11.4,52.05824831,26.4,29.8,11.72949518
18039,Elkhart County,41.5974,-85.8587,Indiana,10,64.09882617,26.5,33.2,8.718404056
10005,Sussex County,38.6606,-75.39,Delaware,9.4,64.29633011,29.5,33.8,6.87276789
2020,Anchorage Municipality,61.1508,-149.1091,Alaska,8.8,81.99680632,17.1,28.7,4.570024271
17143,Peoria County,40.788,-89.76,Illinois,8.9,74.79489957,18.6,33.8,13.19019288
12023,Columbia County,30.2242,-82.6215,Florida,12.4,63.54415009,34.2,35.9,4.449868266
54101,Webster County,38.4947,-80.4219,West Virginia,8.9,31.83307844,23.8,27.2,2.194169227
54019,Fayette County,38.0288,-81.0812,West Virginia,13.9,47.35550294,28,37.1,6.026629857
54039,Kanawha County,38.3366,-81.5281,West Virginia,12.6,63.07163983,24.8,37.2,9.196772155
28031,Covington County,31.6332,-89.5526,Mississippi,9.7,25.52636958,26.9,31.2,No Data
48485,Wichita County,33.988,-98.7035,Texas,13.7,68.76730038,28.7,35.1,11.28726379
22089,St. Charles Parish,29.9055,-90.3582,Louisiana,9.1,79.99242137,18.9,32.6,11.27930707
29213,Taney County,36.6548,-93.0411,Missouri,9.1,62.15384615,23.9,25.4,17.45760542
40017,Canadian County,35.5424,-97.9824,Oklahoma,9.7,82.17429311,23.3,32,7.55750007
23001,Androscoggin County,44.1658,-70.2065,Maine,10.3,74.24003268,21.2,33.1,2.467141985
20037,Crawford County,37.5073,-94.8518,Kansas,9.8,72.42551234,25.9,31,12.76311371
35015,Eddy County,32.4714,-104.3044,New Mexico,11.4,69.7003474,24,37.7,10.17161116
47149,Rutherford County,35.8427,-86.4168,Tennessee,10.5,62.55464502,22.5,33.4,6.379890468
37069,Franklin County,36.0827,-78.2857,North Carolina,9.7,51.82038635,20.1,30.9,2.168579278
40037,Creek County,35.9026,-96.3709,Oklahoma,9.6,53.59955408,22.6,30.5,5.326915379
1067,Henry County,31.5147,-85.2414,Alabama,9.8,23.78337764,20.3,24.3,8.04810337
9015,Windham County,41.83,-71.9874,Connecticut,9.6,66.13723106,23.6,30.3,2.567837933
5139,Union County,33.1713,-92.5972,Arkansas,10.4,47.04243618,33.6,30.3,12.2015618
53015,Cowlitz County,46.1932,-122.681,Washington,10.7,62.8171077,19.1,38.3,8.871629376
5093,Mississippi County,35.7624,-90.0522,Arkansas,14.9,56.02409639,31.3,35.1,8.994427888
12013,Calhoun County,30.4061,-85.1971,Florida,13,15.48717949,38.3,34.4,20.48007087
12063,Jackson County,30.7954,-85.2155,Florida,13.9,29.36919551,34.1,36.6,5.433338936
41009,Columbia County,45.9438,-123.0883,Oregon,9.4,52.29883893,19.8,31.3,1.420059489
12127,Volusia County,29.0584,-81.1819,Florida,10.4,82.77553463,24.4,32.7,10.84035594
40119,Payne County,36.0773,-96.9756,Oklahoma,9.3,70.5261797,18,30.5,10.72185485
28001,Adams County,31.4829,-91.3535,Mississippi,11.7,68.00941264,27.1,34.8,15.40340695
28021,Claiborne County,31.9737,-90.9118,Mississippi,9.3,39.61890879,20.4,22,9.14879043
28061,Jasper County,32.0191,-89.1189,Mississippi,11.5,27.11288243,23.8,29.6,5.237798127
53045,Mason County,47.3484,-123.1927,Washington,8.9,50.48023855,17.6,32.7,6.04061295
28067,Jones County,31.6226,-89.1688,Mississippi,13.3,52.65123006,36.3,37.8,9.053471706
46109,Roberts County,45.6296,-96.9461,South Dakota,8.8,2.640654252,22.9,26.4,10.27627599
39049,Franklin County,39.9695,-83.0093,Ohio,10.4,91.39841879,22.2,29.6,6.543619071
48141,El Paso County,31.7686,-106.2348,Texas,11.2,80.49464995,22.6,34.8,9.127794116
48029,Bexar County,29.4489,-98.52,Texas,10.6,86.81994643,22.4,32.8,9.687818459
22055,Lafayette Parish,30.2068,-92.0639,Louisiana,11.3,87.2333896,23.5,27.2,9.274452049
35029,Luna County,32.1822,-107.7498,New Mexico,9.6,64.37935844,24.2,34.5,23.86466563
13227,Pickens County,34.4643,-84.4656,Georgia,9.7,49.88957222,17.4,25.9,5.71792335
5031,Craighead County,35.8308,-90.6328,Arkansas,11,55.78113497,29.6,36.8,9.122175857
21047,Christian County,36.8942,-87.4904,Kentucky,13.7,46.65945507,30.8,36.2,14.52877032
45039,Fairfield County,34.3951,-81.1212,South Carolina,12.3,11.46268158,31.1,28.9,10.4856415
45057,Lancaster County,34.6867,-80.7054,South Carolina,11.7,53.08276366,23.4,32.4,6.981840628
54059,Mingo County,37.7264,-82.1347,West Virginia,14.2,31.5846343,39.6,35.6,4.600347879
30073,Pondera County,48.2277,-112.2263,Montana,9.7,45.99382415,20,26.3,12.92075667
28123,Scott County,32.4064,-89.5376,Mississippi,14.4,68.29535805,27.5,40.7,16.20881837
1113,Russell County,32.2884,-85.1849,Alabama,10,58.58311141,24.1,23.7,6.665277646
13207,Monroe County,33.0139,-83.9187,Georgia,8.9,54.97653648,17.7,23.8,1.429416256
26163,Wayne County,42.2819,-83.2822,Michigan,11,91.42258748,26,34.1,4.534219848
22037,East Feliciana Parish,30.8451,-91.0455,Louisiana,9.1,29.44194997,21.8,22.4,0.437135889
34023,Middlesex County,40.4392,-74.4117,New Jersey,10.3,91.10424297,24,25.1,3.902510885
37155,Robeson County,34.6402,-79.1039,North Carolina,13.1,35.06648381,35.9,35,5.414218545
39099,Mahoning County,41.0146,-80.7763,Ohio,11.9,69.21862635,29.6,33.2,15.37773698
45073,Oconee County,34.7535,-83.0659,South Carolina,10.2,54.28621437,20.3,32.6,10.40524222
13225,Peach County,32.5688,-83.8269,Georgia,8.9,68.43112475,22.5,28.3,10.54314237
2198,Prince of Wales-Hyder Census Area,55.7997,-133.0192,Alaska,9.3,No Data,17.5,19.9,8.84107309
30003,Big Horn County,45.4234,-107.4898,Montana,12.8,48.27050136,23.6,34.3,23.66741312
45071,Newberry County,34.2898,-81.6001,South Carolina,12.2,50.53055348,28.7,33.9,15.41084784
51105,Lee County,36.7054,-83.1286,Virginia,9.5,34.79110486,25.2,27.3,0.00182939
12001,Alachua County,29.6747,-82.3577,Florida,10,87.30229324,22.2,28,7.211268402
22109,Terrebonne Parish,29.4148,-90.8663,Louisiana,11.2,80.03754693,27.6,38.8,10.58013411
38081,Sargent County,46.1078,-97.6306,North Dakota,8.8,58.68372943,26,30.5,1.568216932
13205,Mitchell County,31.2253,-84.1943,Georgia,9,63.06919738,20.4,25.5,7.944093923
38079,Rolette County,48.7725,-99.8409,North Dakota,14.2,42.7208151,28.4,41.6,4.988746354
36115,Washington County,43.3137,-73.4308,New York,10.1,57.89515313,23.8,33.6,2.364860318
47151,Scott County,36.4285,-84.5035,Tennessee,9.9,37.97012777,25.6,32.6,7.869574462
47007,Bledsoe County,35.5964,-85.2051,Tennessee,9,20.39453246,20.1,20.6,1.895747856
18157,Tippecanoe County,40.3886,-86.8941,Indiana,9.6,72.9679361,23.8,28.7,17.43690711
21067,Fayette County,38.0423,-84.4587,Kentucky,10.2,98.28297887,22.7,28,7.042288486
40019,Carter County,34.2509,-97.2858,Oklahoma,11.3,43.13981117,32.4,33.8,7.637731319
45079,Richland County,34.0218,-80.9031,South Carolina,10.7,76.4761875,21.7,34.8,17.00757601
49015,Emery County,38.9968,-110.7006,Utah,9.5,38.57507289,16.8,29.8,11.50860967
54035,Jackson County,38.8345,-81.6748,West Virginia,11.9,33.38126048,20.8,39,5.380979495
51153,Prince William County,38.7029,-77.4809,Virginia,8.8,91.75402112,18.8,32.3,3.815600141
51167,Russell County,36.9339,-82.0954,Virginia,9.4,40.56476451,27.3,27.5,0.983532229
42107,Schuylkill County,40.7058,-76.216,Pennsylvania,9.5,65.08507037,19.3,32.8,2.4034374
21019,Boyd County,38.3596,-82.6878,Kentucky,11.7,62.26232288,30.9,38.9,12.60203807
47059,Greene County,36.1753,-82.8458,Tennessee,12.6,35.83559733,26.3,33.4,11.1357515
37163,Sampson County,34.9916,-78.3714,North Carolina,11.4,38.14223329,26.8,29.7,2.742182045
24019,Dorchester County,38.4829,-76.0125,Maryland,13.3,60.03127108,30,39.8,4.98931251
45085,Sumter County,33.9162,-80.3822,South Carolina,11.5,69.07757594,29,38,7.039202422
30017,Custer County,46.2527,-105.5717,Montana,9.5,63.91999316,20.4,25,4.541803514
31157,Scotts Bluff County,41.8506,-103.708,Nebraska,10.8,68.39870165,23.7,34.9,1.970254103
38073,Ransom County,46.4562,-97.6574,North Dakota,9.3,64.19277992,19.5,29.4,1.775885899
21237,Wolfe County,37.7393,-83.4932,Kentucky,9.9,31.27124405,29.3,26.6,2.69308142
1077,Lauderdale County,34.9014,-87.654,Alabama,9.8,51.96474992,23.8,30.4,6.470681922
21221,Trigg County,36.8064,-87.8733,Kentucky,9,52.4722784,25.3,29.7,1.599065779
47031,Coffee County,35.4906,-86.0748,Tennessee,9.9,60.51973634,26.5,27.2,5.298790208
1019,Cherokee County,34.1759,-85.6038,Alabama,10.5,24.6527377,25.1,32.4,5.008652252
12123,Taylor County,30.047,-83.6035,Florida,11.1,62.32609659,30.9,34.4,14.74762659
37193,Wilkes County,36.2062,-81.163,North Carolina,8.9,64.67551197,24.3,28.5,3.518247051
19065,Fayette County,42.8626,-91.8443,Iowa,9,63.07471264,20,33.9,1.718670333
40027,Cleveland County,35.2031,-97.3265,Oklahoma,9.6,82.00387089,19.9,35.6,5.59868633
53027,Grays Harbor County,47.1503,-123.7735,Washington,9.6,66.70329821,21.5,33.2,5.421983008
28027,Coahoma County,34.23,-90.6018,Mississippi,13.3,71.85576077,33.1,33.9,15.94949967
20107,Linn County,38.2123,-94.843,Kansas,9.1,40.91756421,24.2,32.2,4.848193058
21133,Letcher County,37.1212,-82.8553,Kentucky,15.4,66.14054407,29.6,34.8,No Data
49057,Weber County,41.2698,-111.9134,Utah,8.8,84.40727222,18.3,30.9,5.603204672
12099,Palm Beach County,26.6476,-80.4655,Florida,9,93.83138378,25.2,23.5,4.130144784
39057,Greene County,39.6915,-83.8899,Ohio,10.2,76.48183793,20.2,27.8,6.217336216
24005,Baltimore County,39.4627,-76.6393,Maryland,9.9,92.39791362,22.7,31.5,4.424084173
36089,St. Lawrence County,44.4964,-75.0691,New York,9.6,41.9736654,25.6,36.1,7.289181622
39161,Van Wert County,40.8554,-84.5861,Ohio,9.1,58.09560256,21.9,36.5,6.840034634
13179,Liberty County,31.8282,-81.4949,Georgia,11.1,65.90547334,32.3,31.1,17.25992797
13215,Muscogee County,32.51,-84.8771,Georgia,12.9,75.87013192,24.1,36.4,10.38720582
48349,Navarro County,32.047,-96.4725,Texas,11.3,53.2083377,19.1,29.8,8.102922198
40097,Mayes County,36.3019,-95.2307,Oklahoma,11.2,43.88618241,25.7,31.5,5.486279864
2282,Yakutat City and Borough,59.8889,-140.3577,Alaska,9,69.63746224,16.1,19.8,0.11190832
1115,St. Clair County,33.7157,-86.3146,Alabama,10.6,50.74707212,27.3,34.9,2.373813984
54063,Monroe County,37.5604,-80.5505,West Virginia,9.6,26.99600059,23.8,28.4,18.7259103
1007,Bibb County,32.9986,-87.1265,Alabama,10.2,10.60440759,22.9,23.1,0.445866213
23025,Somerset County,45.5139,-69.9589,Maine,9.1,29.75224018,25.3,32.2,3.898914211
36101,Steuben County,42.2678,-77.3838,New York,10.6,43.69633296,24,33.9,4.400601527
1005,Barbour County,31.8696,-85.3932,Alabama,13.5,49.8379284,23.2,29.3,10.43317167
28063,Jefferson County,31.7342,-91.0373,Mississippi,11.1,56.35516438,24.5,28.7,4.512065496
17091,Kankakee County,41.1377,-87.8618,Illinois,9.5,75.53966981,21.3,32,6.068328537
27143,Sibley County,44.5795,-94.2321,Minnesota,8.9,43.77380796,22.4,31.6,0.801939461
37081,Guilford County,36.0795,-79.7889,North Carolina,10.3,85.92318686,19.1,34,7.288156236
51041,Chesterfield County,37.3785,-77.587,Virginia,9.9,69.2931861,20.7,32,8.191214406
13001,Appling County,31.7492,-82.2889,Georgia,9,26.50800614,19.8,23.6,23.20490829
5131,Sebastian County,35.1988,-94.2743,Arkansas,11,63.92193663,28.3,34.2,5.492114006
37169,Stokes County,36.4019,-80.2397,North Carolina,10.4,49.25845446,21.7,28.4,4.256863385
51187,Warren County,38.9087,-78.2085,Virginia,8.8,68.00266134,24.1,29.4,5.405418892
54025,Greenbrier County,37.9469,-80.453,West Virginia,10.6,46.38669673,19.4,34.1,8.933857383
1043,Cullman County,34.1319,-86.8676,Alabama,11,44.8312315,27.6,31.1,2.843744271
45033,Dillon County,34.3915,-79.3789,South Carolina,13.2,24.90487181,30,36.3,1.905476673
6019,Fresno County,36.7582,-119.6493,California,9.6,80.12015691,23.9,34.2,5.349311112
27023,Chippewa County,45.0224,-95.5667,Minnesota,9.8,44.76328269,21.8,28.2,5.083388755
54001,Barbour County,39.133,-80.003,West Virginia,11.1,12.67104708,26.1,33.9,5.271882422
2290,Yukon-Koyukuk Census Area,65.5087,-151.3896,Alaska,9.9,23.94416607,25.5,27.9,43.27859686
54083,Randolph County,38.7747,-79.8758,West Virginia,9.4,76.6604319,24.9,31.1,3.383579863
54107,Wood County,39.2112,-81.515,West Virginia,13.4,62.64662588,27.3,39.1,9.067135486
8101,Pueblo County,38.1735,-104.5127,Colorado,9.1,80.98866487,22.5,31.9,17.14780015
37113,Macon County,35.1505,-83.4222,North Carolina,9.5,100,18.8,27.1,3.416112043
53009,Clallam County,48.0493,-123.928,Washington,9.5,63.30877822,15.7,27.1,12.60049018
28093,Marshall County,34.7623,-89.5031,Mississippi,10.4,37.03962955,27.2,33.6,10.18654297
28143,Tunica County,34.6507,-90.375,Mississippi,9.1,36.98274262,19.6,23.2,8.428977901
47121,Meigs County,35.5129,-84.8133,Tennessee,9.4,12.32876712,21,21.6,0.694810924
47047,Fayette County,35.1971,-89.4144,Tennessee,10,42.12636347,19.9,28.4,4.852701962
41047,Marion County,44.9033,-122.5845,Oregon,10.3,81.46035169,19,34.8,4.895162286
51067,Franklin County,36.992,-79.8811,Virginia,10,36.20078705,25.3,32,7.944708326
32021,Mineral County,38.5386,-118.4349,Nevada,9.7,76.44593462,20.4,25.4,32.72360002
12125,Union County,30.0439,-82.3714,Florida,11.4,6.572256196,28.3,32.1,19.49677064
26027,Cass County,41.9154,-85.9935,Michigan,9.2,44.68858165,19.8,26.5,3.230484367
30087,Rosebud County,46.2297,-106.7307,Montana,9.5,50.00541536,23.6,31.2,10.70959929
30051,Liberty County,48.5617,-111.0246,Montana,8.8,37.02436939,19.2,22.3,19.20860387
28095,Monroe County,33.8923,-88.4805,Mississippi,13.1,20.03298278,32.8,34.5,3.869467976
24037,St. Mary's County,38.3024,-76.6058,Maryland,10.6,63.73310763,22.5,35.7,4.155985051
53003,Asotin County,46.1918,-117.203,Washington,9,86.74097026,17.2,30.3,4.613283455
26165,Wexford County,44.3383,-85.5784,Michigan,9.9,58.15182526,22.4,26.4,8.401478413
54037,Jefferson County,39.3076,-77.8628,West Virginia,9,36.56024524,18.8,30.1,5.502686148
22101,St. Mary Parish,29.7206,-91.4485,Louisiana,11.7,83.42177493,28.3,34.6,10.39263666
21197,Powell County,37.8311,-83.8237,Kentucky,8.8,69.68207405,15.9,21.9,0.00133116
27167,Wilkin County,46.357,-96.4683,Minnesota,8.8,45.98540146,21.8,25.9,5.679892876
45081,Saluda County,34.0061,-81.7268,South Carolina,11.4,44.06037736,29.5,35.5,0.921810042
24039,Somerset County,38.1158,-75.7518,Maryland,12.8,7.771061579,29.7,35.7,5.474266904
29023,Butler County,36.7164,-90.4066,Missouri,9.2,65.31523111,29.5,33.6,8.620478393
12031,Duval County,30.3316,-81.6708,Florida,12.3,89.68010895,25.9,32,9.746009355
26077,Kalamazoo County,42.2455,-85.5312,Michigan,9.5,68.90996321,19.8,28,8.071719325
39093,Lorain County,41.2957,-82.151,Ohio,11.9,85.00411474,22.6,34,6.74953022
26159,Van Buren County,42.2513,-86.0189,Michigan,9.4,51.73227727,24.1,31.4,1.706696117
12059,Holmes County,30.8679,-85.814,Florida,12.1,19.33055653,34.3,34.1,18.6505035
46031,Corson County,45.7086,-101.1969,South Dakota,14.2,No Data,27.3,40.4,21.20974889
35045,San Juan County,36.5085,-108.3206,New Mexico,11.5,40.91692043,20.9,33.3,19.21330987
42085,Mercer County,41.3022,-80.2577,Pennsylvania,9.3,74.58204016,20.7,33.2,7.864670329
2188,Northwest Arctic Borough,67.053,-159.721,Alaska,11.6,0.744383889,22.3,32,29.21955378
20209,Wyandotte County,39.1146,-94.7646,Kansas,13.2,87.46896924,32.4,38.9,13.57644627
47035,Cumberland County,35.9504,-84.9984,Tennessee,8.9,48.91977236,25.6,30.3,10.92216765
1083,Limestone County,34.8101,-86.9814,Alabama,11.3,54.97934334,23.5,25.4,6.426367367
47001,Anderson County,36.1185,-84.1985,Tennessee,9,63.65983841,22.6,28.3,2.640846788
28129,Smith County,32.0177,-89.5067,Mississippi,10.2,44.29688921,22.2,30.6,5.432795584
